grupo,1. Los proyectos o ideas nuevas me distraen de proyectos o ideas que ten¡a desde antes.,"2. Los ¢bstaculos no me desaniman
","3. Estuve concentrado en una idea o proyecto por un corto tiempo, pero despu‚s perd¡ inter‚s ","4. Trabajo duro
","5. Con frecuencia me propongo un objetivo, pero luego trato de cumplir un objetivo diferente",6. Me resulta dificil mantener mi atenci¢n en proyectos que duran m s all  de algunos meses en terminar,7. Soy chambeador(a),p8_apostarmil,p9_batepelota,p10_tandacorto,p11_tandalargo,p12_retornodeposito,p13_preciosbajan,escol,p15_estadocivil,16. ¨Cu les de los siguientes grupos de personas dependen de usted?,p16_1menores,p16_2adulmay,p16_3otros,ESTATUS Tel Casa,Estatus Celular,Status,edad,hijos,statusempleo,genero,celular,lineafija,Status de residencia,Ingresos comprobados,Ingresos no comprobados,Prestamos con Provident,Prestamos activos,Monto de los prestamos activos,Total a Pagar,Monto atrasado,Pago semanal,SCelular,STelCasa,SResidencia,Genero
Current,,,,,,,,,,,,,,,,,,,,,No quizo particpar,No realizada,52,0,Empleado tiempo completo,FE,Y,N,Propietario,1000,0,1,0,0,0,0,0,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,29,0,Empleado tiempo completo,FE,Y,N,Vive con padres,5000,0,3,2,12000,24720,-570,480,1,0,1,1
Current,5.Totalmente de acuerdo,5.Totalmente de acuerdo,3. Indiferente,5.Totalmente de acuerdo,3. Indiferente,1. Totalmente en desacuerdo,5.Totalmente de acuerdo,0.00,120.00,1,2,1500.00,VERDADERO,6to Primaria,Uni¢n Libre,,2,1,1,,Efectiva,Completa,30,2,Empleado tiempo completo,MA,Y,N,Propietario,0,7000,3,2,5000,10100,160,220,1,0,3,0
Current,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,5.Totalmente de acuerdo,1000.00,220.00,1,1,12800.00,FALSO,Licenciatura,Casado,,1,2,0,,Efectiva,Completa,38,0,Empleado tiempo completo,MA,Y,N,Propietario,0,7000,3,2,16000,32960,-20,640,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,19,1,Empleado tiempo completo,MA,Y,N,Vive con padres,0,7000,1,1,2900,5481,176,174,1,0,1,0
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,43,0,Empleado tiempo completo,MA,Y,N,Propietario,0,4000,3,2,2500,5070,-96,108,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,20,0,Empleado tiempo completo,MA,Y,N,Propietario,0,6000,1,1,2900,5481,550,174,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,22,0,Empleado tiempo completo,MA,Y,N,Propietario,0,8000,2,1,3600,7128,978.8,172.8,1,0,3,0
Current,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,1000.00,20.00,1,1,10000.00,FALSO,6to Primaria,Casado,,0,0,0,,Efectiva,Completa,30,0,Empleado tiempo completo,MA,Y,N,Propietario,10000,0,1,1,3700,6993,300,222,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,No contesta,,No realizada,20,0,Empleado tiempo completo,MA,N,Y,Propietario,6500,0,1,1,2900,5481,2779,174,0,1,3,0
Current,,,,,,,,,,,,,,,,,,,,,No quizo particpar,No realizada,30,0,Empleado tiempo completo,FE,Y,N,Propietario,0,8500,2,1,6400,12672,922,307.2,1,0,3,1
Current,2. Desacuerdo,2. Desacuerdo,2. Desacuerdo,5.Totalmente de acuerdo,2. Desacuerdo,2. Desacuerdo,5.Totalmente de acuerdo,0.00,500.00,2,2,20000.00,VERDADERO,No estudi¢,Viudo,,1,1,0,,Efectiva,Completa,47,1,Empleado tiempo completo,FE,Y,N,Vive con padres,0,6000,1,1,5000,9900,3860,240,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,No existe,No realizada,29,0,Empleado tiempo completo,FE,Y,N,Propietario,6000,0,1,1,5100,10098,680,244.8,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,Ocupado,No realizada,43,0,Empleado tiempo completo,MA,Y,N,Vive con padres,0,6000,2,1,5900,11682,20.4,283.2,1,0,1,0
Current,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,19,0,Empleado tiempo completo,FE,Y,N,Vive con padres,0,3200,1,1,3000,5670,500,180,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,25,0,Empleado tiempo completo,MA,Y,N,Vive con padres,0,10000,1,1,3100,5859,776,186,1,0,1,0
Current,1. Totalmente en desacuerdo,5.Totalmente de acuerdo,1. Totalmente en desacuerdo,5.Totalmente de acuerdo,3. Indiferente,1. Totalmente en desacuerdo,5.Totalmente de acuerdo,0.00,10.00,1,1,0.00,FALSO,3ro Secundaria,Soltero,,0,0,0,,Efectiva,Completa,26,0,Empleado tiempo completo,MA,Y,N,Vive con padres,0,8000,1,1,7400,14652,239.2,355.2,1,0,1,0
Current,,,,,,,,,,,,,,,,,,,,,No se encontraba en el domicilio,No realizada,33,0,Empleado tiempo completo,MA,Y,N,Vive con padres,0,7500,1,1,3700,6993,555,222,1,0,1,0
Current,3. Indiferente,5.Totalmente de acuerdo,1. Totalmente en desacuerdo,5.Totalmente de acuerdo,3. Indiferente,1. Totalmente en desacuerdo,5.Totalmente de acuerdo,100.00,10.00,1,2,1020.00,FALSO,2do Preparatoria,Uni¢n Libre,,0,0,0,,Efectiva,Completa,22,0,Empleado tiempo completo,MA,Y,N,Propietario,0,8000,2,1,4700,9306,0,225.6,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,27,0,Empleado tiempo completo,MA,Y,N,Renta,0,7000,1,1,2000,3780,600,120,1,0,2,0
Current,,,,,,,,,,,,,,,,,,,,,No existe,No realizada,19,1,Empleado tiempo completo,MA,Y,N,Propietario,8100,600,1,1,2900,5481,348,174,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,19,0,Empleado tiempo completo,FE,Y,N,Vive con padres,0,4000,1,1,5100,10098,46.8,244.8,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,19,0,Empleado tiempo completo,MA,Y,N,Propietario,0,6000,1,1,2500,4725,-150,150,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,50,2,Empleado tiempo completo,MA,Y,N,Propietario,4800,0,8,0,0,0,0,0,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,No existe,No realizada,41,0,Empleado tiempo completo,FE,Y,N,Vive con padres,5000,0,5,1,5000,10300,3180,200,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,61,3,Empleado tiempo completo,MA,Y,N,Propietario,0,4800,5,2,5500,11330,-126,220,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,36,0,Empleado tiempo completo,FE,Y,N,Vive con padres,0,4400,6,1,4000,8240,190,160,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,No quizo particpar,No realizada,57,0,Empleado tiempo completo,MA,Y,N,Propietario,0,4800,5,1,4500,9270,1260,180,1,0,3,0
Current,3. Indiferente,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,3. Indiferente,3. Indiferente,4. De acuerdo,5.Totalmente de acuerdo,1000.00,250.00,1,1,12200.00,FALSO,2do Secundaria,Viudo,,1,1,0,,Efectiva,Completa,41,3,Empleado tiempo completo,FE,Y,N,Propietario,0,5600,9,2,11000,22660,7320,440,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,35,0,Empleado tiempo completo,FE,Y,N,Propietario,2500,7000,6,2,13000,26780,640,520,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,27,0,Empleado tiempo completo,FE,Y,N,Propietario,4000,4000,6,1,6000,12360,1290,240,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,38,0,Empleado tiempo completo,FE,Y,N,Vive con padres,0,7000,5,2,4500,9270,1880,180,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,No contesta,,No realizada,43,0,Empleado tiempo completo,FE,N,Y,Propietario,0,5200,7,2,15000,30900,2750,600,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,No existe,,No realizada,40,0,Empleado tiempo completo,FE,N,Y,Propietario,14000,0,6,1,6000,12360,5690,240,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,No existe,No realizada,30,3,Empleado tiempo completo,FE,Y,N,Propietario,0,6000,7,1,5000,10300,-100,200,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,40,2,Empleado tiempo completo,FE,Y,N,Vive con padres,0,8000,5,1,7500,15450,7250,300,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,No contesta,Fuera de Servicio,No realizada,28,0,Empleado tiempo completo,FE,Y,Y,Vive con padres,4000,0,4,1,3000,6180,240,120,1,1,1,1
Current,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,,No realizada,46,0,Empleado tiempo completo,MA,N,Y,Propietario,0,4400,6,2,11000,22660,3670,440,0,1,3,0
Current,4. De acuerdo,2. Desacuerdo,4. De acuerdo,4. De acuerdo,2. Desacuerdo,2. Desacuerdo,4. De acuerdo,500.00,100.00,1,1,1200.00,FALSO,6to Primaria,Casado,,1,0,0,,Efectiva,Completa,41,0,Empleado tiempo completo,FE,Y,N,Vive con padres,6000,0,10,2,5500,11330,-120,220,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,,No realizada,54,0,Empleado tiempo completo,MA,N,Y,Propietario,0,6000,7,2,9500,19570,1220,380,0,1,3,0
Current,,,,,,,,,,,,,,,,,,,,No existe,Fuera de servicio,No realizada,30,2,Empleado tiempo completo,FE,Y,Y,Vive con padres,6000,0,3,1,3000,6180,230,120,1,1,1,1
Current,,,,,,,,,,,,,,,,,,,,No existe,No contesta,No realizada,52,0,Empleado tiempo completo,MA,Y,Y,Propietario,10000,0,3,1,5000,9900,200,240,1,1,3,0
Current,,,,,,,,,,,,,,,,,,,,No existe,Fuera de Servicio,No realizada,31,0,Empleado tiempo completo,MA,Y,Y,Propietario,6000,0,7,2,12000,24720,8960,480,1,1,3,0
Current,3. Indiferente,4. De acuerdo,4. De acuerdo,4. De acuerdo,3. Indiferente,2. Desacuerdo,5.Totalmente de acuerdo,600.00,10.00,1,1,1200.00,FALSO,2do Preparatoria,Casado,,1,0,1,No existe,Efectiva,Completa,29,0,Empleado tiempo completo,MA,Y,Y,Propietario,6000,0,6,1,10000,20600,8900,400,1,1,3,0
Current,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,51,0,Empleado tiempo completo,MA,Y,N,Vive con padres,4000,0,5,2,7500,15450,7650,300,1,0,1,0
Current,,,,,,,,,,,,,,,,,,,,No existe,No existe,No realizada,56,2,Empleado tiempo completo,MA,Y,Y,Propietario,6000,0,3,1,4500,9270,3690,180,1,1,3,0
Current,,,,,,,,,,,,,,,,,,,,No se encontraba en el domicilio,,No realizada,29,0,Empleado tiempo completo,FE,N,Y,Vive con padres,0,7000,5,2,12500,25750,3700,500,0,1,1,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,48,0,Empleado tiempo completo,FE,Y,N,Propietario,0,6000,6,2,5500,11330,780,220,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No contesta,No realizada,52,0,Empleado tiempo completo,MA,N,Y,Vive con padres,0,6000,7,2,12500,25750,2590,500,0,1,1,0
Current,,,,,,,,,,,,,,,,,,,,,No quizo particpar,No realizada,33,0,Empleado tiempo completo,FE,Y,N,Renta,3600,0,4,1,5000,10300,2100,200,1,0,2,1
Current,4. De acuerdo,4. De acuerdo,3. Indiferente,5.Totalmente de acuerdo,4. De acuerdo,3. Indiferente,5.Totalmente de acuerdo,1000.00,10.00,1,1,1800.00,VERDADERO,6to Primaria,Casado,,0,0,1,,Efectiva,Completa,52,0,Empleado tiempo completo,MA,Y,N,Propietario,7000,0,5,1,10000,20600,5900,400,1,0,3,0
Current,4. De acuerdo,4. De acuerdo,1. Totalmente en desacuerdo,4. De acuerdo,4. De acuerdo,4. De acuerdo,4. De acuerdo,100.00,10.00,1,1,2000.00,FALSO,6to Primaria,Casado,,2,0,0,Efectiva,No contesta,Completa,33,0,Empleado tiempo completo,FE,Y,Y,Vive con padres,4000,0,4,2,5000,10045,-290,230,1,1,1,1
Current,,,,,,,,,,,,,,,,,,,,No se encontraba en el domicilio,,No realizada,52,0,Empleado tiempo completo,FE,N,Y,Propietario,0,6000,3,1,5100,9639,2480,306,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,No quizo particpar,No realizada,32,0,Empleado tiempo completo,FE,Y,N,Vive con padres,0,6000,7,2,6000,12360,3560,240,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,40,0,Empleado tiempo completo,MA,Y,N,Propietario,8000,2000,4,1,3200,6048,108,192,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,No existe,Fuera de servicio,No realizada,30,0,Empleado tiempo completo,MA,Y,Y,Propietario,0,6000,5,1,10000,20600,4810,400,1,1,3,0
Current,,,,,,,,,,,,,,,,,,,,No contesta,No contesta,No realizada,24,0,Empleado tiempo completo,MA,Y,Y,Vive con padres,4000,0,2,1,1500,2835,460,90,1,1,1,0
Current,,,,,,,,,,,,,,,,,,,,No existe,,No realizada,36,2,Empleado tiempo completo,MA,Y,N,Propietario,5000,0,4,1,10500,21630,1280,420,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,40,0,Empleado tiempo completo,MA,Y,N,Vive con padres,6500,0,3,2,7500,15450,3800,300,1,0,1,0
Current,,,,,,,,,,,,,,,,,,,,No existe,,No realizada,43,0,Empleado tiempo completo,MA,N,Y,Renta,4500,0,3,1,3000,6180,3220,120,0,1,2,0
Current,,,,,,,,,,,,,,,,,,,,No existe,Fuera de servicio,No realizada,36,0,Empleado tiempo completo,FE,Y,Y,Propietario,4500,3600,2,1,10000,20600,5680,400,1,1,3,1
Current,2. Desacuerdo,2. Desacuerdo,2. Desacuerdo,5.Totalmente de acuerdo,3. Indiferente,2. Desacuerdo,5.Totalmente de acuerdo,1000.00,10.00,2,2,1200.00,FALSO,2do Preparatoria,Casado,,2,1,1,,Efectiva,Completa,41,0,Empleado tiempo completo,MA,Y,N,Propietario,0,8000,6,2,9900,19882,2029.2,447.2,1,0,3,0
Current,4. De acuerdo,2. Desacuerdo,1. Totalmente en desacuerdo,5.Totalmente de acuerdo,3. Indiferente,4. De acuerdo,5.Totalmente de acuerdo,1000.00,110.00,1,1,1200.00,FALSO,3ro Secundaria,Casado,,1,1,0,No se encontraba en el domicilio,Efectiva,Completa,25,0,Empleado tiempo completo,MA,Y,Y,Vive con padres,0,8000,4,1,2500,5150,-100,100,1,1,1,0
Current,4. De acuerdo,,,,,,,,,,,,,,,,,,,,Colg¢ durante la encuesta,Incompleta,51,0,Empleado tiempo completo,FE,Y,N,Renta,0,15000,6,2,19500,40170,8220,780,1,0,2,1
Current,,,,,,,,,,,,,,,,,,,,No se encontraba en el domicilio,Ocupado,No realizada,21,0,Empleado tiempo completo,MA,Y,Y,Vive con padres,0,6000,2,1,9000,18540,4773,360,1,1,1,0
Current,5.Totalmente de acuerdo,2. Desacuerdo,3. Indiferente,5.Totalmente de acuerdo,4. De acuerdo,3. Indiferente,4. De acuerdo,0.00,10.00,1,1,17000.00,VERDADERO,2do Secundaria,Soltero,,0,1,1,,Efectiva,Completa,44,0,Empleado tiempo completo,MA,Y,N,Propietario,0,12000,2,1,5500,11330,5490,220,1,0,3,0
Current,3. Indiferente,3. Indiferente,3. Indiferente,3. Indiferente,3. Indiferente,3. Indiferente,3. Indiferente,,,,,,,,,,,,,,Colg¢ durante la encuesta,Incompleta,45,0,Empleado tiempo completo,MA,Y,N,Vive con padres,0,6000,4,2,10000,20600,730,400,1,0,1,0
Current,4. De acuerdo,2. Desacuerdo,3. Indiferente,4. De acuerdo,5.Totalmente de acuerdo,4. De acuerdo,5.Totalmente de acuerdo,800.00,80.00,1,2,12000.00,VERDADERO,6to Primaria,Casado,,0,0,2,Efectiva,,Completa,52,0,Empleado tiempo completo,FE,N,Y,Vive con padres,0,6000,3,2,8500,17510,3600,340,0,1,1,1
Current,,,,,,,,,,,,,,,,,,,,No quizo particpar,,No realizada,22,0,Empleado tiempo completo,FE,Y,N,Propietario,0,6000,3,2,6000,12360,320,240,1,0,3,1
Current,4. De acuerdo,4. De acuerdo,4. De acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,2. Desacuerdo,5.Totalmente de acuerdo,1000.00,10.00,1,1,1300.00,FALSO,1ro Preparatoria,Uni¢n Libre,,1,0,0,No contesta,Efectiva,Completa,46,0,Empleado tiempo completo,MA,Y,Y,Propietario,0,10000,2,1,8000,16480,3100,320,1,1,3,0
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,41,0,Empleado tiempo completo,MA,Y,N,Renta,0,8000,1,1,2000,3780,1440,120,1,0,2,0
Current,4. De acuerdo,4. De acuerdo,2. Desacuerdo,5.Totalmente de acuerdo,4. De acuerdo,4. De acuerdo,5.Totalmente de acuerdo,100.00,10.00,1,1,12400.00,FALSO,6to Primaria,Casado,,1,0,0,,Efectiva,Completa,47,0,Empleado tiempo completo,FE,Y,N,Propietario,0,5000,1,1,6400,12672,1831.4,307.2,1,0,3,1
Current,4. De acuerdo,3. Indiferente,3. Indiferente,5.Totalmente de acuerdo,3. Indiferente,2. Desacuerdo,5.Totalmente de acuerdo,500.00,10.00,1,1,1200.00,FALSO,5to Primaria,Uni¢n Libre,,1,0,0,,Efectiva,Completa,31,0,Empleado tiempo completo,FE,Y,N,Vive con padres,0,4800,1,1,5000,9900,0,240,1,0,1,1
Current,4. De acuerdo,3. Indiferente,4. De acuerdo,5.Totalmente de acuerdo,3. Indiferente,5.Totalmente de acuerdo,5.Totalmente de acuerdo,300.00,10.00,1,1,1400.00,FALSO,6to Primaria,Casado,,2,1,0,No contesta,Efectiva,Completa,52,0,Empleado tiempo completo,FE,Y,Y,Vive con padres,0,14000,9,1,11500,23690,0,460,1,1,1,1
Current,,,,,,,,,,,,,,,,,,,,Ocupado,Fuera de servicio,No realizada,28,0,Empleado tiempo completo,FE,Y,Y,Propietario,0,5200,4,2,5000,9900,3174,240,1,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,28,0,Empleado tiempo completo,FE,Y,N,Propietario,0,5000,3,1,4000,8240,2600,160,1,0,3,1
Current,3. Indiferente,5.Totalmente de acuerdo,3. Indiferente,5.Totalmente de acuerdo,3. Indiferente,3. Indiferente,5.Totalmente de acuerdo,0.00,110.00,1,1,1200.00,FALSO,3ro Secundaria,Uni¢n Libre,,2,0,0,No contesta,Efectiva,Completa,41,0,Empleado tiempo completo,FE,Y,Y,Vive con padres,4000,0,1,1,4000,7920,453,192,1,1,1,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,50,0,Empleado tiempo completo,MA,Y,N,Propietario,0,4500,16,2,8000,16480,680,320,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,29,3,Empleado tiempo completo,FE,Y,N,Vive con padres,4000,0,4,1,3000,5670,1900,180,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,No se encontraba en el domicilio,,No realizada,37,0,Empleado tiempo completo,MA,Y,Y,Vive con padres,8000,0,1,1,4000,7560,480,240,1,1,1,0
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,56,2,Empleado tiempo completo,FE,Y,N,Vive con padres,4000,0,14,2,6500,13070,-384,292,1,0,1,1
Current,3. Indiferente,4. De acuerdo,3. Indiferente,4. De acuerdo,4. De acuerdo,3. Indiferente,4. De acuerdo,500.00,10.00,1,1,1020.00,FALSO,3ro Secundaria,Uni¢n Libre,,3,0,0,,Efectiva,Completa,33,0,Empleado tiempo completo,FE,Y,N,Propietario,0,2500,7,2,8000,16160,926,352,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,35,0,Empleado tiempo completo,FE,Y,N,Propietario,0,10000,6,1,3000,5670,2000,180,1,0,3,1
Current,3. Indiferente,4. De acuerdo,3. Indiferente,5.Totalmente de acuerdo,3. Indiferente,3. Indiferente,2. Desacuerdo,500.00,100.00,1,1,1200.00,FALSO,6to Primaria,Uni¢n Libre,,4,0,0,,Efectiva,Completa,37,3,Empleado tiempo completo,FE,Y,N,Propietario,0,5000,3,1,3000,5670,2040,180,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,35,1,Empleado tiempo completo,MA,Y,N,Propietario,4000,0,6,1,3000,6180,1020,120,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,26,2,Empleado tiempo completo,MA,Y,N,Vive con padres,0,6000,2,1,3700,6993,2073,222,1,0,1,0
Current,4. De acuerdo,2. Desacuerdo,2. Desacuerdo,3. Indiferente,4. De acuerdo,2. Desacuerdo,4. De acuerdo,300.00,1010.00,1,1,20000.00,FALSO,6to Primaria,Uni¢n Libre,,1,0,1,,Efectiva,Completa,53,2,Empleado tiempo completo,MA,Y,N,Propietario,6000,0,9,2,21500,44290,1460,860,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,26,1,Empleado tiempo completo,FE,Y,N,Propietario,3500,0,3,1,1000,1890,130,60,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,No existe,No realizada,37,0,Empleado tiempo completo,FE,Y,N,Renta,4800,2000,11,2,3000,5850,60,156,1,0,2,1
Current,,,,,,,,,,,,,,,,,,,,,No existe,No realizada,40,2,Empleado tiempo completo,FE,Y,N,Propietario,0,2800,5,2,5500,10990,2010,260,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,49,0,Empleado tiempo completo,FE,Y,N,Propietario,0,4000,5,1,4500,9270,340,180,1,0,3,1
Current,3. Indiferente,4. De acuerdo,2. Desacuerdo,4. De acuerdo,3. Indiferente,2. Desacuerdo,5.Totalmente de acuerdo,800.00,10.00,1,1,1200.00,FALSO,6to Primaria,Casado,,2,0,1,,Efectiva,Completa,33,2,Empleado tiempo completo,MA,Y,N,Propietario,6000,0,5,1,5000,10300,200,200,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,28,1,Empleado tiempo completo,FE,Y,N,Propietario,0,5000,4,1,5000,9900,1520,240,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,No existe,,No realizada,37,0,Empleado tiempo completo,MA,N,Y,Propietario,0,6000,7,1,3500,6930,16,168,0,1,3,0
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,23,0,Empleado tiempo completo,FE,Y,N,Vive con padres,0,4000,4,2,5500,11330,360,220,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,40,0,Empleado tiempo completo,FE,Y,N,Propietario,4400,3200,8,2,4500,9150,-308,192,1,0,3,1
Current,4. De acuerdo,5.Totalmente de acuerdo,1. Totalmente en desacuerdo,5.Totalmente de acuerdo,4. De acuerdo,2. Desacuerdo,4. De acuerdo,600.00,210.00,2,1,30000.00,VERDADERO,2do Secundaria,Casado,,2,0,1,,Efectiva,Completa,24,1,Empleado tiempo completo,MA,Y,N,Vive con padres,0,2800,4,2,9000,18300,4388,384,1,0,1,0
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,36,2,Empleado tiempo completo,FE,Y,N,Propietario,1100,3300,4,2,6500,13270,40,272,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,27,0,Empleado tiempo completo,MA,Y,N,Propietario,0,2400,3,2,4800,9504,4008,230.4,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,38,0,Empleado tiempo completo,FE,Y,N,Propietario,3200,3200,1,1,4900,9702,1527,235.2,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,No existe,No realizada,22,2,Empleado tiempo completo,FE,Y,N,Vive con padres,0,2800,4,1,5000,10300,-200,200,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,21,0,Empleado tiempo completo,FE,Y,N,Vive con padres,4000,0,4,2,6000,12360,1020,240,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,21,0,Empleado tiempo completo,MA,Y,N,Vive con padres,0,3000,4,2,9000,18540,940,360,1,0,1,0
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,27,0,Empleado tiempo completo,MA,Y,N,Vive con padres,0,4000,1,1,3000,5670,360,180,1,0,1,0
Current,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,Fuera de servicio,No realizada,47,1,Empleado tiempo completo,FE,Y,Y,Propietario,0,7000,4,1,10000,20600,1600,400,1,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,21,0,Empleado tiempo completo,FE,Y,N,Propietario,3200,0,2,1,3000,5940,865,144,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,32,2,Empleado tiempo completo,MA,Y,N,Propietario,13000,0,4,2,9000,18540,1440,360,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,35,1,Empleado tiempo completo,FE,Y,N,Vive con padres,0,4000,3,2,11500,23690,820,460,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,36,2,Empleado tiempo completo,FE,Y,N,Propietario,0,4000,3,2,5000,10300,690,200,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,66,0,Empleado tiempo completo,MA,N,Y,Propietario,4800,0,3,2,12000,24720,-120,480,0,1,3,0
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,35,2,Empleado tiempo completo,FE,Y,N,Propietario,0,4400,2,1,3000,6180,530,120,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,No se encontraba en el domicilio,No realizada,37,0,Empleado tiempo completo,MA,Y,N,Propietario,0,3200,2,1,1500,2970,-23,72,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,24,1,Empleado tiempo completo,FE,Y,N,Renta,6000,0,3,2,10000,20400,2470,420,1,0,2,1
Current,3. Indiferente,4. De acuerdo,3. Indiferente,5.Totalmente de acuerdo,5.Totalmente de acuerdo,3. Indiferente,3. Indiferente,500.00,50.00,2,1,1200.00,FALSO,2do Secundaria,Casado,,1,0,1,,Efectiva,Completa,27,0,Empleado tiempo completo,FE,Y,N,Propietario,0,6000,2,1,5000,9900,930,240,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,20,0,Empleado tiempo completo,MA,Y,N,Vive con padres,3600,0,1,1,1500,2835,306,90,1,0,1,0
Current,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,23,2,Empleado tiempo completo,FE,Y,N,Vive con padres,0,3000,1,1,2000,3780,740,120,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,44,0,Empleado tiempo completo,MA,N,N,Propietario,4800,0,2,2,7500,14940,-360,360,0,0,3,0
